"childid","l5cathol","l5public","r5race","w3povrty","w3daded","w3momed","w3inccat","p5fstamp","w3momscr","w3dadscr","p5numpla","p5hmage","p5hdage","c5r2mtsc","w3income","c5r2mtsc_std"
"0764016C",-1,1,2,2,3,5,8,2,34.95,53.5,1,37,43,25.676,NA,-2.54905147380204
"0764017C",-1,1,2,1,-1,3,3,1,33.42,NA,1,32,NA,34.308,NA,-1.66962075742178
"0764019C",-1,1,2,1,-1,2,3,1,33.42,NA,1,27,NA,32.664,NA,-1.83711196429495
"0764020C",-1,1,2,2,5,6,9,2,38.18,37.67,1,36,35,48.72,NA,-0.201321929285511
"0764021C",-1,1,2,2,5,3,6,2,35.78,35.63,1,43,49,51.93,NA,0.125713821360994
"0764022C",-1,1,2,1,-1,1,4,1,NA,NA,NA,50,NA,37.586,NA,-1.33565714663697
"0764024C",-1,1,2,1,-1,1,3,1,NA,NA,1,32,NA,40.033,NA,-1.08635606195411
"0765001C",-1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.142,NA,0.0454321479935655
"0765002C",-1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.626,NA,-1.12782134248779
"0765003C",-1,1,2,1,-1,2,2,1,NA,NA,2,29,NA,44.72,NA,-0.608843113891748
"0765005C",-1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.367,NA,-1.66360981994884
"0765008C",-1,1,2,1,3,3,2,1,NA,38.18,1,26,32,30.286,NA,-2.07938330854335
"0765009C",-1,1,2,1,-1,3,1,1,29.6,NA,2,46,NA,53.126,NA,0.247562655558258
"0765010C",-1,1,2,1,-1,3,1,1,35.78,NA,1,26,NA,37.805,NA,-1.31334536177978
"0765011C",-1,1,2,2,-1,6,7,2,53.5,NA,1,33,NA,48.828,NA,-0.190318857301142
"0765012C",-1,1,2,1,-1,3,1,1,33.42,NA,1,32,NA,24.483,NA,-2.67059466711085
"0765013C",-1,1,2,1,-1,3,2,1,38.18,NA,1,34,NA,48.776,NA,-0.195616632701024
"0765015C",-1,1,2,1,-1,3,4,1,33.42,NA,1,25,NA,33.82,NA,-1.71933834194374
"0765016C",-1,1,2,2,7,7,5,2,61.56,35.78,1,26,33,30.115,NA,-2.09680483918527
"0765017C",-1,1,2,1,-1,3,1,-9,29.6,NA,NA,24,NA,36.04,NA,-1.49316408448728
"0765019C",-1,1,2,1,2,2,4,2,33.42,29.6,1,32,25,42.459,NA,-0.839194463490423
"0765020C",-1,1,2,1,-1,3,3,2,34.95,NA,NA,31,NA,22.086,NA,-2.91480173698614
"0765021C",-1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.087,NA,-0.775213637507244
"0765022C",-1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.231,NA,-1.37182465177077
"0765023C",-1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.923,NA,-1.19944319068234
"0765024C",-1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.899,NA,-0.794367133183737
"0766001C",-1,1,2,1,-1,5,3,2,33.42,NA,1,32,NA,37.79,NA,-1.31487356622205
"0766002C",-1,1,2,1,-1,5,3,2,34.95,NA,1,38,NA,40.667,NA,-1.02176395419402
"0766003C",-1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.716,NA,0.00203114183300111
"0766005C",-1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.648,NA,-1.83874204903337
"0766006C",-1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.924,NA,-0.180538348870593
"0766007C",-1,1,2,1,-1,3,3,1,29.6,NA,1,31,NA,39.192,NA,-1.17203739101757
"0766008C",-1,1,2,1,-1,3,4,1,34.95,NA,1,29,NA,42.163,NA,-0.869351031151285
"0766009C",-1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.271,NA,-1.67339032837939
"0766010C",-1,1,2,1,-1,5,3,1,63.43,NA,1,33,NA,42.459,NA,-0.839194463490423
"0766011C",-1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.505,NA,-0.528867081412774
"0766012C",-1,1,2,1,-1,3,2,2,33.42,NA,1,27,NA,41.426,NA,-0.944436809414984
"0766014C",-1,1,2,1,-1,3,4,1,34.95,NA,NA,36,NA,49.237,NA,-0.148649816175155
"0766016C",-1,1,2,1,-1,3,3,1,35.78,NA,1,34,NA,49.371,NA,-0.134997856490846
"0766017C",-1,1,2,1,3,3,1,1,33.42,35.63,1,30,NA,19.008,NA,-3.22838928854064
"0766018C",-1,1,2,1,-1,3,5,-9,33.42,NA,NA,30,NA,37.613,NA,-1.33290637864088
"0766019C",-1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.518,NA,-0.93506382216904
"0766020C",-1,1,2,1,-1,3,3,1,34.95,NA,1,41,NA,30.86,NA,-2.02090401855236
"0766021C",-1,1,2,1,9,2,7,1,35.63,NA,NA,30,31,27.925,NA,-2.31992268775718
"0766022C",-1,1,2,1,2,2,3,1,34.95,29.6,1,39,48,41.915,NA,-0.894617344596871
"0766024C",-1,1,2,1,-1,3,1,1,NA,NA,1,26,NA,51.463,NA,0.0781357230582158
"0767001C",-9,2,1,2,9,8,12,2,NA,77.5,1,43,48,45.816,NA,-0.497182309309639
"0767003C",-9,2,1,2,6,5,9,2,38.18,53.5,1,37,49,48.987,NA,-0.174119890213045
"0767004C",-9,2,1,2,5,8,11,2,57.83,NA,1,43,43,70.449,NA,2.01243502579172
"0767005C",-9,2,1,2,3,3,4,2,NA,39.18,1,43,29,49.02,NA,-0.170757840440043
"0767006C",-9,2,1,2,2,5,7,2,38.18,39.2,1,35,34,60.842,NA,1.03367102066369
"0767007C",-9,2,1,1,5,5,4,2,63.43,39.2,1,35,42,55.166,NA,0.455398459707439
"0767008C",-9,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.92,NA,1.04161768376351
"0767011C",-9,2,1,2,-1,3,7,2,NA,NA,1,33,NA,53.38,NA,0.273440250780755
"0767013C",-9,2,1,2,2,4,8,2,34.95,35.92,1,38,32,41.385,NA,-0.948613901557198
"0767014C",-9,2,1,2,2,3,9,2,38.18,39.2,1,36,38,46.89,NA,-0.387762871242864
"0767015C",-9,2,1,2,5,5,10,2,38.18,39.18,1,38,51,39.034,NA,-1.18813447780951
"0767016C",-9,2,1,2,3,6,10,2,38.18,35.63,1,34,36,42.607,NA,-0.824116179659993
"0769001C",-1,1,5,2,9,6,10,-8,53.5,59,2,43,43,58.94,NA,0.839894697383424
"0769002C",-1,1,8,2,8,3,9,2,63.43,64.89,1,40,39,60.634,NA,1.01247991906417
"0769003C",-1,1,1,2,5,6,10,2,38.18,48.69,1,47,41,66.575,NA,1.61775075850058
"0769005C",-1,1,1,2,6,5,11,2,53.5,59,1,41,49,55.443,NA,0.483619301741421
"0769006C",-1,1,1,2,6,6,11,2,52.54,35.78,1,45,44,56.151,NA,0.555750551416726
"0769007C",-1,1,1,2,8,8,7,2,34.95,48.69,1,42,42,61.243,NA,1.07452501942046
"0769008C",-1,1,1,2,6,3,12,2,38.18,53.5,1,40,40,54.39,NA,0.37633934989383
"0769009C",-1,1,1,2,6,6,10,2,NA,48.69,1,39,41,65.987,NA,1.55784514436346
"0769011C",-1,1,1,2,6,4,8,2,NA,38.18,1,39,42,45.634,NA,-0.515724523209223
"0769013C",-1,1,1,2,8,5,10,2,63.43,59,1,38,40,60.909,NA,1.04049700050584
"0769014C",-1,1,1,2,5,2,13,2,NA,34.95,1,36,36,44.489,NA,-0.632377462302758
"0769016C",-1,1,2,1,4,2,3,1,34.95,33.42,1,29,37,26.005,NA,-2.51553285636818
"0769017C",-1,1,1,2,9,6,11,2,34.95,53.5,1,42,42,51.822,NA,0.114710749376626
"0769018C",2,2,1,2,6,4,11,2,34.95,53.5,1,42,52,69.314,NA,1.8968008896597
"0769020C",-1,1,1,2,-1,6,9,2,63.43,NA,1,53,NA,63.006,NA,1.25413998153566
"0769022C",-1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.799,NA,0.621768983322936
"0769023C",NA,NA,1,2,6,6,10,2,NA,62.87,2,39,47,48.972,NA,-0.175648094655318
"0769024C",-1,1,1,2,7,6,11,2,35.78,52.54,1,38,48,51.659,NA,0.0981042611039212
"0770001C",-9,-9,8,2,-1,1,6,2,38.18,NA,1,36,NA,38.28,NA,-1.26495222110779
"0770002C",-1,1,5,2,4,3,8,2,NA,39.18,1,30,37,49.183,NA,-0.154151352167339
"0770004C",-9,-9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.739,NA,-1.42194975747734
"0770005C",-1,1,8,1,2,5,6,2,34.95,NA,4,28,28,61.927,NA,1.14421114198813
"0770006C",-1,1,1,2,4,5,7,2,NA,35.92,2,34,34,53.591,NA,0.294936993268734
"0770009C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.835,NA,0.0141548970750366
"0770010C",-1,1,2,1,-1,2,1,1,35.78,NA,2,25,NA,37.521,NA,-1.34227936588682
"0770012C",-1,1,2,1,-1,2,4,1,34.95,NA,1,25,NA,35.308,NA,-1.56774046127022
"0770013C",-1,1,1,2,8,5,8,2,38.18,63.43,1,25,31,48.974,NA,-0.175444334063015
"0770014C",-1,1,1,2,5,6,11,2,34.95,35.78,1,35,40,58.195,NA,0.763993876750512
"0770015C",-1,1,1,2,5,8,11,2,63.43,53.5,2,45,48,67.526,NA,1.71463892014071
"0770017C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.874,NA,-1.00067473289064
"0770018C",-1,1,1,2,3,3,11,2,38.18,33.42,1,35,38,48.983,NA,-0.174527411397651
"0770019C",-9,-9,2,1,-1,1,3,1,NA,NA,1,60,NA,35.71,NA,-1.5267845822173
"0770021C",-1,1,2,1,-1,2,1,-9,38.18,NA,NA,25,NA,37.882,NA,-1.30550057897611
"0770023C",-1,1,1,2,5,3,9,2,34.95,34.95,3,27,38,52.6,NA,0.193973619782539
"0770025C",-1,1,2,1,-1,2,1,-9,38.18,NA,NA,25,NA,27.783,NA,-2.33438968981071
"0771001C",-1,1,1,2,1,5,11,2,38.18,35.78,1,41,43,57.638,NA,0.707246551794094
"0771002C",-1,1,7,2,5,3,6,2,38.18,29.6,2,30,33,36.522,NA,-1.44405778174223
"0771003C",-1,1,1,2,5,5,10,2,53.5,33.42,1,40,52,51.357,NA,0.0673364116661504
"0771004C",-1,1,1,2,9,6,10,2,38.18,59,1,43,50,49.798,NA,-0.0914949700341302
"0771005C",-1,1,1,2,5,9,11,2,63.43,53.5,1,38,39,55.869,NA,0.527020307901986
"0771006C",-1,1,1,2,5,7,9,2,63.43,33.42,2,35,36,63.828,NA,1.33788558497225
"0771007C",-1,1,1,2,6,5,12,2,38.18,35.78,1,33,36,57.934,NA,0.737403119454955
"0771008C",-1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.916,NA,-0.486994279694483
"0771009C",-1,1,1,2,6,5,11,2,NA,35.78,1,41,44,29.083,NA,-2.20194530481368
"0771010C",-1,1,1,2,5,4,11,2,61.56,39.18,1,32,32,52.183,NA,0.151489536287338
"0771011C",-1,1,2,2,5,5,9,2,38.18,35.78,1,37,37,66.613,NA,1.62162220975434
"0771012C",-1,1,1,2,6,6,10,2,63.43,63.43,1,39,40,54.774,NA,0.415461383616028
"0771013C",-1,1,1,2,3,3,7,1,NA,39.2,2,29,28,38.147,NA,-1.27850230049595
"0771014C",-1,1,1,2,3,5,11,2,53.5,53.5,1,42,45,52.466,NA,0.18032166009823
"0771015C",-1,1,1,2,6,6,12,2,53.5,53.5,1,41,40,48.774,NA,-0.195820393293327
"0771017C",-1,1,1,2,4,3,13,2,53.5,53.5,1,33,40,46.494,NA,-0.428107468518882
"0771018C",-1,1,1,2,5,-1,9,2,NA,33.42,1,NA,37,63.807,NA,1.33574609875306
"0771020C",1,2,1,2,3,8,12,2,63.43,35.78,1,35,38,54.19,NA,0.355963290663517
"0771021C",-1,1,5,2,6,6,10,2,35.78,64.89,1,37,35,62.881,NA,1.24140494451672
"0771023C",-1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.657,NA,-0.513381276397737
"0771040C",-1,1,1,2,6,5,11,2,NA,53.5,1,39,40,58.193,NA,0.763790116158209
"0774017C",-9,-9,1,1,-1,3,1,2,35.78,NA,1,36,NA,47.468,NA,-0.328876060067263
"0775004C",-1,1,1,2,6,3,11,2,NA,52.54,1,35,39,66.07,NA,1.56630120894404
"0775007C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.682,NA,0.100447507915407
"0775008C",-1,1,1,2,-1,3,10,2,53.5,NA,1,29,NA,54.888,NA,0.427075737377306
"0775010C",-1,1,1,2,-1,5,5,2,38.18,NA,1,37,NA,56.768,NA,0.618610694142237
"0775014C",-1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.062,NA,0.648563501210795
"0775015C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.03,NA,0.13590185097615
"0775016C",-1,1,2,1,-1,2,1,2,34.95,NA,1,34,NA,33.543,NA,-1.74755918397773
"0775018C",-1,1,1,2,-1,4,7,2,34.95,NA,1,31,NA,65.255,NA,1.48326876758052
"0775019C",-1,1,2,2,3,5,10,2,NA,38.18,1,37,40,54.29,NA,0.366151320278673
"0776001C",-1,1,1,2,6,6,12,2,61.56,53.5,1,43,45,49.959,NA,-0.075092242353729
"0776003C",-1,1,1,2,9,8,12,2,53.5,72.1,1,44,43,63.383,NA,1.2925488531848
"0776004C",-1,1,1,2,3,3,10,2,35.78,39.18,1,36,38,43.713,NA,-0.711436572116368
"0776005C",-1,1,1,2,3,5,10,2,38.18,39.2,1,42,47,63.5,NA,1.30446884783453
"0776007C",-1,1,1,2,6,3,12,2,34.95,35.78,1,37,43,50.086,NA,-0.0621534447424814
"0776009C",-1,1,1,1,2,2,1,2,NA,39.18,1,46,47,43.072,NA,-0.776741841949517
"0776012C",-1,1,1,2,5,3,10,2,63.43,35.92,1,33,37,49.673,NA,-0.104230007053075
"0776013C",-1,1,1,2,3,3,11,2,38.18,33.42,1,33,40,50.572,NA,-0.0126396208128232
"0776015C",-1,1,1,2,-1,3,6,2,38.18,NA,1,44,NA,41.243,NA,-0.963080903610719
"0776017C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.11,NA,0.449693163122952
"0776019C",-1,1,1,1,2,5,2,1,53.5,NA,1,28,32,50.599,NA,-0.00988885281673177
"0776020C",-1,1,1,2,-1,3,12,2,53.5,NA,1,34,NA,64.854,NA,1.44241476882374
"0776021C",-1,1,1,2,6,6,11,2,61.56,61.56,1,37,36,40.705,NA,-1.01789250294026
"0776023C",-1,1,1,2,3,3,6,1,38.18,53.5,1,31,29,52.656,NA,0.199678916367026
"0776024C",-1,1,1,2,6,5,10,2,34.95,48.69,2,39,44,65.453,NA,1.50344106621853
"0777001C",-1,1,8,2,5,8,9,2,63.43,53.5,1,44,47,65.728,NA,1.53145814766021
"0777002C",-1,1,1,2,4,3,10,2,38.18,39.18,1,38,40,62.267,NA,1.17885044267966
"0777003C",-1,1,1,2,5,3,4,2,NA,NA,1,39,56,42.72,NA,-0.812603706194866
"0777005C",-1,1,1,2,3,3,9,2,34.95,33.42,1,35,37,60.34,NA,0.982527111995607
"0777006C",-1,1,1,2,5,5,7,2,61.56,39.2,1,29,28,43.79,NA,-0.703591789312698
"0777007C",-1,1,1,2,4,4,6,2,NA,35.92,1,30,27,55.42,NA,0.481276054929936
"0777008C",-1,1,1,2,8,9,10,2,53.5,59,1,42,42,61.462,NA,1.09683680427766
"0777009C",-1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.882,NA,-0.388577913612077
"0777010C",-1,1,1,2,5,3,11,2,NA,37.67,1,42,54,45.563,NA,-0.522958024235983
"0777011C",-1,1,1,2,4,4,8,2,NA,33.42,1,39,40,52.56,NA,0.189898407936476
"0777012C",-1,1,1,2,3,4,8,2,63.43,35.78,1,45,54,60.763,NA,1.02562247726772
"0777013C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.196,NA,1.1716169416529
"0777015C",-1,1,1,2,5,6,9,2,63.43,63.43,1,42,44,68.657,NA,1.82986553508812
"0777016C",-1,1,1,2,-1,3,11,2,33.42,NA,2,30,NA,49.817,NA,-0.0895592444072507
"0777017C",-1,1,1,2,3,-1,6,2,NA,53.5,1,NA,33,42.263,NA,-0.859163001536129
"0777019C",-1,1,1,2,4,4,11,2,53.5,53.5,1,38,37,65.209,NA,1.47858227395755
"0777022C",-1,1,4,2,-1,3,6,2,38.18,NA,1,31,NA,45.757,NA,-0.503193246782581
"0777023C",-1,1,1,2,4,6,8,2,61.56,35.78,1,45,45,49.043,NA,-0.168414593628558
"0779001C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.393,NA,0.274764694630725
"0779002C",-1,1,1,2,2,3,9,2,NA,39.2,1,28,39,60.152,NA,0.963373616319114
"0779003C",-1,1,1,2,2,2,8,-9,38.18,NA,NA,42,43,44.481,NA,-0.63319250467197
"0779004C",-1,1,1,1,2,3,3,1,34.95,34.95,1,37,41,44.566,NA,-0.624532679499088
"0779007C",-1,1,1,2,5,-1,10,2,NA,48.69,1,NA,32,45.624,NA,-0.516743326170738
"0779009C",-1,1,1,2,3,3,9,2,33.42,33.42,1,35,36,43.579,NA,-0.725088531800677
"0779010C",-1,1,1,2,5,3,9,2,34.95,39.18,1,36,39,60.26,NA,0.974376688303482
"0779012C",-1,1,1,2,3,3,10,2,NA,39.2,1,30,31,60.365,NA,0.985074119399396
"0779013C",-1,1,1,2,4,3,10,2,33.42,39.2,1,43,38,60.609,NA,1.00993291166038
"0779014C",-1,1,1,2,2,2,8,2,NA,33.42,1,32,30,41.201,NA,-0.967359876049085
"0779015C",-1,1,1,2,2,6,10,2,38.18,39.18,1,27,30,42.371,NA,-0.84815992955176
"0779016C",-1,1,1,2,3,4,8,2,53.5,38.18,1,33,33,62.378,NA,1.19015915555248
"0779019C",-1,1,1,2,4,4,11,2,34.95,64.89,1,35,45,52.859,NA,0.220360616485793
"0779020C",-1,1,1,2,5,5,11,2,38.18,53.5,1,34,44,61.314,NA,1.08175852044723
"0779022C",-1,1,1,2,3,4,10,2,57.83,39.2,2,35,37,42.682,NA,-0.816475157448625
"0779023C",-1,1,1,2,4,4,7,2,34.95,39.2,1,34,35,51.743,NA,0.106662205980652
"0779024C",-1,1,1,2,-1,3,6,2,38.18,NA,1,37,NA,59.08,NA,0.854157938844642
"0781001C",-1,1,5,2,9,6,8,2,NA,62.87,1,40,44,64.608,NA,1.41735221597046
"0781006C",-1,1,1,1,-1,5,3,1,34.95,NA,1,41,NA,53.462,NA,0.281794435065183
"0781015C",-1,1,1,2,6,6,11,2,NA,53.5,1,44,42,56.025,NA,0.542913634101629
"0782001C",-1,1,1,2,6,8,12,2,NA,64.89,1,48,52,58.55,NA,0.800161381884315
"0782004C",-1,1,1,2,9,8,13,2,NA,77.5,1,36,41,65.96,NA,1.55509437636737
"0782006C",-1,1,1,2,6,8,12,2,NA,64.89,1,48,52,55.491,NA,0.488509555956696
"0783002C",-1,1,1,2,3,3,8,2,35.78,39.18,1,46,43,54.415,NA,0.378886357297618
"0783003C",-1,1,1,2,4,5,9,2,57.83,57.83,1,38,37,45.497,NA,-0.529682123781986
"0783004C",-1,1,1,2,3,4,5,2,34.95,35.92,1,34,32,39.453,NA,-1.14544663372201
"0783006C",-1,1,1,2,-1,3,6,2,35.78,NA,2,39,NA,48.19,NA,-0.255318486245838
"0783009C",-1,1,1,2,3,-1,6,2,NA,29.6,1,NA,36,52.074,NA,0.140384584006818
"0783010C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.319,NA,0.674746737321747
"0783011C",-1,1,1,2,5,3,9,2,35.78,35.78,1,41,48,65.476,NA,1.50578431303001
"0783012C",-1,1,1,2,3,6,8,2,59,39.18,1,32,32,54.699,NA,0.407820361404661
"0783013C",-1,1,1,2,6,6,10,2,38.18,53.5,1,37,37,44.518,NA,-0.629422933714363
"0783014C",-1,1,1,2,5,3,10,2,53.5,38.18,1,38,37,57.185,NA,0.661094777637438
"0783018C",-1,1,1,2,5,6,10,2,NA,39.2,1,39,43,64.295,NA,1.38546368327502
"0783019C",-1,1,1,2,2,3,10,2,38.18,39.18,1,30,33,50.825,NA,0.0131360941135212
"0783020C",-1,1,1,2,8,3,10,2,NA,57.83,1,39,41,58.195,NA,0.763993876750512
"0783022C",-1,1,1,2,5,5,10,2,38.18,59,1,42,46,53.497,NA,0.285360245430487
"0783023C",-1,1,1,2,-1,6,9,2,57.83,NA,1,34,NA,57.847,NA,0.72853953368977
"0783024C",-1,1,1,2,-1,6,11,2,62.87,NA,1,40,NA,58.548,NA,0.799957621292013
"0785001C",-1,1,8,1,5,3,4,1,35.78,34.95,2,31,25,56.874,NA,0.629410005534303
"0785002C",-1,1,1,2,5,6,9,2,38.18,48.69,1,48,47,53.439,NA,0.279451188253697
"0785003C",-1,1,1,2,6,6,11,2,52.54,62.87,1,42,46,49.212,NA,-0.151196823578944
"0785005C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.476,NA,-1.4487442753652
"0785006C",-1,1,1,2,9,6,12,2,61.56,72.1,1,42,43,64.7,NA,1.42672520321641
"0785007C",-1,1,1,2,9,7,12,2,72.1,72.1,1,49,55,60.701,NA,1.01930589890632
"0785008C",-1,1,1,2,5,3,9,2,38.18,33.42,1,42,45,48.455,NA,-0.228320207765674
"0785010C",-1,1,1,2,6,8,11,2,59,35.78,1,39,39,64.034,NA,1.35887292597947
"0785011C",-1,1,1,2,6,5,12,2,38.18,53.5,2,35,50,48.935,NA,-0.179417665612926
"0785013C",-1,1,1,2,6,6,12,2,53.5,35.78,1,36,38,61.324,NA,1.08277732340874
"0785014C",-1,1,1,2,9,6,13,2,NA,77.5,1,39,41,56.165,NA,0.557176875562847
"0785015C",-1,1,1,2,6,6,10,2,NA,35.78,1,35,41,60.079,NA,0.95593635470005
"0785018C",-1,1,2,2,-1,3,5,1,35.78,NA,2,26,NA,40.542,NA,-1.03449899121296
"0785020C",-1,1,1,2,6,6,11,2,NA,53.5,1,38,39,63.527,NA,1.30721961583063
"0788002C",-1,1,1,2,3,3,8,2,33.42,39.2,1,34,36,47.478,NA,-0.327857257105747
"0788003C",-1,1,1,2,6,3,11,2,38.18,39.18,1,39,37,53.691,NA,0.30512502288389
"0788006C",-1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.209,NA,-0.355263056770517
"0788010C",-1,1,1,2,3,5,11,2,38.18,39.18,1,38,39,61.94,NA,1.1455355858381
"0788011C",-1,1,1,2,2,-1,7,2,NA,35.92,1,NA,36,52.243,NA,0.157602354056432
"0788013C",-1,1,1,2,3,3,11,2,34.95,39.2,1,39,44,45.184,NA,-0.561570656477425
"0788016C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.864,NA,-0.288531462791246
"0788018C",-1,1,1,2,8,4,12,2,53.5,53.5,1,35,38,53.658,NA,0.301762973110888
"0788020C",-1,1,1,1,-1,2,2,1,NA,NA,1,35,NA,56.574,NA,0.598845916688835
"0788022C",-1,1,1,2,3,3,10,2,34.95,34.95,1,34,45,55.072,NA,0.445821711869193
"0788023C",-1,1,1,2,-1,3,9,2,35.78,NA,1,30,NA,43.369,NA,-0.746483393992504
"0789001C",-1,1,1,2,2,3,8,2,NA,53.5,2,32,52,54.204,NA,0.35738961480964
"0789002C",-1,1,1,2,1,1,4,2,NA,NA,1,63,66,53.92,NA,0.328455610702597
"0789003C",-1,1,1,1,-1,1,2,1,NA,NA,1,40,NA,52.781,NA,0.212413953385971
"0789004C",-1,1,1,2,5,5,9,2,38.18,39.18,1,38,39,37.911,NA,-1.30254605038771
"0789006C",NA,NA,1,2,-1,8,9,2,63.43,NA,1,47,NA,41.499,NA,-0.93699954779592
"0789007C",-1,1,1,2,4,4,8,2,NA,35.92,1,42,38,54.288,NA,0.36594755968637
"0789008C",-1,1,1,2,3,3,5,2,34.95,39.18,2,33,40,42.937,NA,-0.790495681929978
"0789010C",-1,1,1,1,1,1,2,2,33.42,38.18,3,58,55,54.258,NA,0.362891150801824
"0789012C",-1,1,1,2,3,3,9,2,33.42,53.5,1,30,35,41.848,NA,-0.901443324439026
"0789013C",-1,1,1,1,2,3,4,2,34.95,39.2,1,29,30,55.859,NA,0.52600150494047
"0789014C",-1,1,1,2,8,8,10,2,63.43,63.43,1,35,37,56.651,NA,0.606690699492505
"0789015C",-1,1,1,2,3,3,5,2,33.42,33.42,1,38,41,43.294,NA,-0.754124416203872
"0789017C",-1,1,1,2,5,5,10,2,61.56,48.69,1,41,39,53.983,NA,0.334874069360145
"0789018C",-1,1,1,2,2,2,6,2,34.95,39.2,1,30,36,37.221,NA,-1.37284345473229
"0789019C",-1,1,1,1,2,-1,5,1,NA,NA,1,NA,41,40.538,NA,-1.03490651239757
"0789020C",-1,1,1,1,3,4,4,2,NA,39.2,1,40,40,47.174,NA,-0.358828867135822
"0789021C",-1,1,1,2,3,3,6,2,38.18,35.92,1,40,41,49.003,NA,-0.17248980547462
"0789022C",-1,1,1,2,1,3,8,2,34.95,35.63,2,32,52,53.676,NA,0.303596818441616
"0789023C",-1,1,1,2,-1,2,7,2,35.78,NA,2,38,NA,42.584,NA,-0.826459426471478
"0789024C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.275,NA,-1.06170103028543
"0790002C",-1,1,7,2,9,6,12,2,48.69,35.78,1,41,45,63.177,NA,1.27156151217758
"0790004C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.235,NA,1.58311145780905
"0790007C",-1,1,4,2,-1,9,10,2,NA,NA,1,46,NA,66.686,NA,1.6290594713734
"0790009C",-1,1,1,2,5,5,11,2,NA,34.95,1,33,32,61.383,NA,1.08878826088168
"0790014C",-1,1,1,2,9,9,13,2,77.5,77.5,1,45,47,61.86,NA,1.13738516214598
"0790015C",-1,1,1,2,5,9,11,2,48.69,35.78,2,41,39,58.687,NA,0.814118982457079
"0790016C",-1,1,1,2,5,3,10,2,NA,64.89,1,55,55,49.151,NA,-0.157411521644189
"0790018C",-1,1,1,2,3,3,8,2,53.5,48.69,1,32,32,38.898,NA,-1.20199019808613
"0790019C",-1,1,1,2,6,-1,10,2,NA,64.89,5,NA,36,58.168,NA,0.76124310875442
"0790020C",-1,1,1,2,8,8,10,2,NA,53.5,1,41,44,70.585,NA,2.02629074606833
"0790021C",-1,1,8,2,6,6,11,2,38.18,35.78,1,48,47,60.244,NA,0.972746603565057
"0790022C",-1,1,2,1,-1,5,3,2,57.83,NA,1,33,NA,58.187,NA,0.7631788343813
"0790024C",-1,1,1,2,7,5,10,2,63.43,57.83,1,45,47,70.927,NA,2.06113380735216
"0792001C",-1,1,1,1,2,3,5,2,34.95,35.63,2,32,44,52.343,NA,0.167790383671588
"0792003C",-1,1,1,2,3,3,6,2,NA,53.5,1,36,36,48.054,NA,-0.269174206522449
"0792004C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.053,NA,-1.59371993678887
"0792005C",-1,1,1,2,3,3,6,2,34.95,35.63,1,28,29,44.654,NA,-0.61556721343775
"0792006C",-1,1,1,2,4,3,9,2,35.92,35.92,1,32,43,55.322,NA,0.471291785907083
"0792007C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.502,NA,-0.732933314604347
